"Hillnumber","Classref"
"484","MT"
"487","MT"
"488","MT"
"489","MT"
"522","MT"
"527","MT"
"528","MT"
"530","MT"
"532","MT"
"534","MT"
"535","MT"
"540","MT"
"546","MT"
"551","MT"
"552","MT"
"554","MT"
"555","MT"
"558","MT"
"561","MT"
"564","MT"
"565","MT"
"570","MT"
"572","MT"
"573","MT"
"574","MT"
"576","MT"
"578","MT"
"579","MT"
"581","MT"
"582","MT"
"585","MT"
"586","MT"
"588","MT"
"589","MT"
"590","MT"
"622","MT"
"625","MT"
"627","MT"
"660","MT"
"665","MT"
"666","MT"
"667","MT"
"669","MT"
"670","MT"
"671","MT"
"672","MT"
"674","MT"
"689","MT"
"697","MT"
"699","MT"
"702","MT"
"703","MT"
"704","MT"
"705","MT"
"707","MT"
"734","MT"
"735","MT"
"738","MT"
"740","MT"
"775","MT"
"806","MT"
"807","MT"
"808","MT"
"809","MT"
"812","MT"
"813","MT"
"817","MT"
"819","MT"
"820","MT"
"822","MT"
"824","MT"
"829","MT"
"831","MT"
"832","MT"
"835","MT"
"836","MT"
"838","MT"
"840","MT"
"841","MT"
"844","MT"
"847","MT"
"849","MT"
"850","MT"
"866","MT"
"868","MT"
"869","MT"
"870","MT"
"872","MT"
"873","MT"
"887","MT"
"888","MT"
"889","MT"
"893","MT"
"897","MT"
"929","MT"
"930","MT"
"934","MT"
"939","MT"
"958","MT"
"959","MT"
"960","MT"
"961","MT"
"962","MT"
"963","MT"
"967","MT"
"969","MT"
"1005","MT"
"1006","MT"
"1008","MT"
"1011","MT"
"1013","MT"
"1015","MT"
"1016","MT"
"1017","MT"
"1020","MT"
"1022","MT"
"1044","MT"
"1045","MT"
"1048","MT"
"1053","MT"
"1065","MT"
"1090","MT"
"1091","MT"
"1092","MT"
"1186","MT"
"1242","MT"
"1244","MT"
"1249","MT"
"1251","MT"
"1252","MT"
"1253","MT"
"1256","MT"
"1257","MT"
"1260","MT"
"1261","MT"
"29","xMT"
"39","xMT"
"40","xMT"
"66","xMT"
"119","xMT"
"121","xMT"
"127","xMT"
"128","xMT"
"153","xMT"
"155","xMT"
"162","xMT"
"239","xMT"
"240","xMT"
"247","xMT"
"252","xMT"
"283","xMT"
"286","xMT"
"307","xMT"
"311","xMT"
"355","xMT"
"357","xMT"
"385","xMT"
"387","xMT"
"393","xMT"
"410","xMT"
"411","xMT"
"412","xMT"
"437","xMT"
"440","xMT"
"458","xMT"
"474","xMT"
"482","xMT"
"520","xMT"
"524","xMT"
"526","xMT"
"533","xMT"
"537","xMT"
"541","xMT"
"542","xMT"
"543","xMT"
"544","xMT"
"545","xMT"
"550","xMT"
"556","xMT"
"560","xMT"
"562","xMT"
"563","xMT"
"566","xMT"
"568","xMT"
"569","xMT"
"577","xMT"
"580","xMT"
"584","xMT"
"591","xMT"
"628","xMT"
"629","xMT"
"659","xMT"
"661","xMT"
"664","xMT"
"673","xMT"
"3174","CTC"
"3179","CTC"
"3182","CTC"
"3183","CTC"
"3184","CTC"
"3187","CTC"
"3190","CTC"
"3192","CTC"
"3194","CTC"
"3195","CTC"
"3198","CTC"
"3199","CTC"
"3200","CTC"
"3202","CTC"
"3206","CTC"
"3207","CTC"
"3215","CTC"
"3216","CTC"
"3219","CTC"
"3224","CTC"
"3228","CTC"
"3230","CTC"
"3231","CTC"
"3232","CTC"
"3233","CTC"
"3234","CTC"
"3235","CTC"
"3236","CTC"
"3238","CTC"
"3240","CTC"
"3242","CTC"
"3243","CTC"
"3244","CTC"
"3246","CTC"
"3247","CTC"
"3248","CTC"
"3249","CTC"
"3252","CTC"
"3253","CTC"
"3254","CTC"
"3256","GTC"
"3257","CTC"
"3259","CTC"
"3261","CTC"
"3263","CTC"
"3274","CTC"
"3275","CTC"
"3276","CTC"
"3279","CTC"
"3280","CTC"
"3281","CTC"
"3282","CTC"
"3283","CTC"
"3284","CTC"
"3285","CTC"
"3286","CTC"
"3290","CTC"
"3300","CTC"
"3302","CTC"
"3303","CTC"
"3304","CTC"
"3305","CTC"
"3306","CTC"
"3307","CTC"
"3308","CTC"
"3309","CTC"
"3310","CTC"
"3311","CTC"
"3312","CTC"
"3313","CTC"
"3314","CTC"
"3315","CTC"
"3316","CTC"
"3317","CTC"
"3318","CTC"
"187","G"
"188","G"
"216","G"
"217","G"
"218","G"
"219","G"
"220","G"
"5","G"
"6","G"
"7","G"
"8","G"
"9","G"
"10","G"
"11","G"
"12","G"
"13","G"
"21","G"
"22","G"
"23","G"
"49","G"
"50","G"
"51","G"
"52","G"
"54","G"
"55","G"
"84","G"
"86","G"
"87","G"
"88","G"
"89","G"
"93","G"
"94","G"
"95","G"
"96","G"
"97","G"
"98","G"
"99","G"
"100","G"
"137","G"
"1359","G"
"1361","G"
"1362","G"
"1363","G"
"1364","G"
"1365","G"
"1366","G"
"1367","G"
"268","G"
"269","G"
"270","G"
"271","G"
"272","G"
"274","G"
"332","G"
"335","G"
"337","G"
"338","G"
"339","G"
"375","G"
"377","G"
"378","G"
"403","G"
"404","G"
"448","G"
"497","G"
"498","G"
"499","G"
"500","G"
"501","G"
"502","G"
"503","G"
"603","G"
"604","G"
"606","G"
"610","G"
"611","G"
"643","G"
"645","G"
"646","G"
"678","G"
"679","G"
"680","G"
"681","G"
"722","G"
"723","G"
"724","G"
"725","G"
"755","G"
"756","G"
"768","G"
"769","G"
"770","G"
"786","G"
"787","G"
"788","G"
"789","G"
"790","G"
"791","G"
"792","G"
"856","G"
"859","G"
"877","G"
"878","G"
"879","G"
"880","G"
"881","G"
"912","G"
"913","G"
"914","G"
"915","G"
"916","G"
"944","G"
"945","G"
"946","G"
"975","G"
"976","G"
"992","G"
"993","G"
"994","G"
"995","G"
"996","G"
"1032","G"
"1033","G"
"1034","G"
"1035","G"
"1055","G"
"1056","G"
"1057","G"
"1059","G"
"1075","G"
"1076","G"
"1077","G"
"1078","G"
"1098","G"
"1099","G"
"1100","G"
"1101","G"
"1102","G"
"1103","G"
"1133","G"
"1134","G"
"1135","G"
"1150","G"
"1151","G"
"1166","G"
"1167","G"
"1168","G"
"4405","GTC"
"4407","GTC"
"4409","GTC"
"4413","GTC"
"4415","GTC"
"4416","GTC"
"4420","GTC"
"4431","GTC"
"4432","GTC"
"4433","GTC"
"4439","GTC"
"4440","GTC"
"4442","GTC"
"4444","GTC"
"4445","GTC"
"4452","GTC"
"4454","GTC"
"4458","GTC"
"4459","GTC"
"4460","GTC"
"4462","GTC"
"4463","GTC"
"4465","GTC"
"4466","GTC"
"4467","GTC"
"4468","GTC"
"4469","GTC"
"4475","GTC"
"4476","GTC"
"4477","GTC"
"4479","GTC"
"4481","GTC"
"4482","GTC"
"4483","GTC"
"4484","GTC"
"4489","GTC"
"4497","GTC"
"4499","GTC"
"4501","GTC"
"4502","GTC"
"4503","GTC"
"4505","GTC"
"4506","GTC"
"4507","GTC"
"4508","GTC"
"4509","GTC"
"4510","GTC"
"4513","GTC"
"4516","GTC"
"4518","GTC"
"4519","GTC"
"4520","GTC"
"4521","GTC"
"4524","GTC"
"4525","GTC"
"4527","GTC"
"4528","GTC"
"4530","GTC"
"4531","GTC"
"4533","GTC"
"4534","GTC"
"4537","GTC"
"4538","GTC"
"4539","GTC"
"4541","GTC"
"4542","GTC"
"4543","GTC"
"4546","GTC"
"4547","GTC"
"4549","GTC"
"4550","GTC"
"4554","GTC"
"4555","GTC"
"4556","GTC"
"4557","GTC"
"4558","GTC"
"4561","GTC"
"4563","GTC"
"4564","GTC"
"4565","GTC"
"4566","GTC"
"4567","GTC"
"4570","GTC"
"273","GTG"
"336","GTG"
"1220","GTG"
"1307","GTG"
"1430","GTG"
"1643","GTG"
"1645","GTG"
"1646","GTG"
"1647","GTG"
"1649","GTG"
"1650","GTG"
"1651","GTG"
"1652","GTG"
"1655","GTG"
"1703","GTG"
"1704","GTG"
"1708","GTG"
"1712","GTG"
"1716","GTG"
"1741","GTG"
"1747","GTG"
"1749","GTG"
"1750","GTG"
"1751","GTG"
"1752","GTG"
"1754","GTG"
"1756","GTG"
"1757","GTG"
"1758","GTG"
"1759","GTG"
"1761","GTG"
"1762","GTG"
"1763","GTG"
"1765","GTG"
"1769","GTG"
"1803","GTG"
"1804","GTG"
"1805","GTG"
"1851","GTG"
"1861","GTG"
"1862","GTG"
"1869","GTG"
"1877","GTG"
"1878","GTG"
"1880","GTG"
"1884","GTG"
"1885","GTG"
"1887","GTG"
"1888","GTG"
"1889","GTG"
"1892","GTG"
"1897","GTG"
"1898","GTG"
"1899","GTG"
"1901","GTG"
"1904","GTG"
"1907","GTG"
"1908","GTG"
"3319","GTG"
"3948","GTG"
"3949","GTG"
"3950","GTG"
"3951","GTG"
"3952","GTG"
"3953","GTG"
"3959","GTG"
"3962","GTG"
"3963","GTG"
"3967","GTG"
"3970","GTG"
"3977","GTG"
"3982","GTG"
"3983","GTG"
"3984","GTG"
"3985","GTG"
"3986","GTG"
"3987","GTG"
"3988","GTG"
"3989","GTG"
"3990","GTG"
"4022","GTG"
"4038","GTG"
"4040","GTG"
"4045","GTG"
"4056","GTG"
"4058","GTG"
"3660","GTG"
"3904","GTG"
"3905","GTG"
"3908","GTG"
"3909","GTG"
"3910","GTG"
"3912","GTG"
"3914","GTG"
"3915","GTG"
"3916","GTG"
"3918","GTG"
"3920","GTG"
"3921","GTG"
"3922","GTG"
"3923","GTG"
"3924","GTG"
"3925","GTG"
"3927","GTG"
"3928","GTG"
"3929","GTG"
"3937","GTG"
"4173","GTG"
"4185","GTG"
"4186","GTG"
"4187","GTG"
"4188","GTG"
"4252","GTG"
"4255","GTG"
"4268","GTG"
"4269","GTG"
"4270","GTG"
"4272","GTG"
"4284","GTG"
"4287","GTG"
"4288","GTG"
"4301","GTG"
"4307","GTG"
"4308","GTG"
"4309","GTG"
"4310","GTG"
"4325","GTG"
"4328","GTG"
"4330","GTG"
"4331","GTG"
"4332","GTG"
"4333","GTG"
"4334","GTG"
"4335","GTG"
"4337","GTG"
"4351","GTG"
"4352","GTG"
"4353","GTG"
"4355","GTG"
"4356","GTG"
"4357","GTG"
"4372","GTG"
"4373","GTG"
"4374","GTG"
"4375","GTG"
"4380","GTG"
"4385","GTG"
"4387","GTG"
"4390","GTG"
"4423","GTG"
"4425","GTG"
"4428","GTG"
"4429","GTG"
"4435","GTG"
"4436","GTG"
"4437","GTG"
"4438","GTG"
"4441","GTG"
"4443","GTG"
"4446","GTG"
"4448","GTG"
"4449","GTG"
"4450","GTG"
"4451","GTG"
"4453","GTG"
"4455","GTG"
"4456","GTG"
"4461","GTG"
"4470","GTG"
"4472","GTG"
"4473","GTG"
"4474","GTG"
"4485","GTG"
"4486","GTG"
"4487","GTG"
"4488","GTG"
"4490","GTG"
"4491","GTG"
"4492","GTG"
"4493","GTG"
"4494","GTG"
"4504","GTG"
"4511","GTG"
"4512","GTG"
"4514","GTG"
"4515","GTG"
"4517","GTG"
"4522","GTG"
"4523","GTG"
"4526","GTG"
"4529","GTG"
"4532","GTG"
"4535","GTG"
"4536","GTG"
"4540","GTG"
"4544","GTG"
"4545","GTG"
"4548","GTG"
"4551","GTG"
"4552","GTG"
"4553","GTG"
"4559","GTG"
"4560","GTG"
"4562","GTG"
"4568","GTG"
"4569","GTG"
"1642","D"
"1644","D"
"1645","D"
"1646","D"
"1649","D"
"1650","D"
"1655","D"
"1678","D"
"1688","D"
"1689","D"
"1690","D"
"1691","D"
"1692","D"
"1693","D"
"1695","D"
"1697","D"
"1699","D"
"1700","D"
"1701","D"
"1702","D"
"1703","D"
"1704","D"
"1705","D"
"1707","D"
"1709","D"
"1710","D"
"1712","D"
"1739","D"
"1740","D"
"1741","D"
"1743","D"
"1744","D"
"1745","D"
"1746","D"
"1749","D"
"1750","D"
"1751","D"
"1752","D"
"1754","D"
"1756","D"
"1757","D"
"1759","D"
"1761","D"
"1765","D"
"1769","D"
"1800","D"
"1802","D"
"1803","D"
"1804","D"
"1805","D"
"1830","D"
"1831","D"
"1832","D"
"1833","D"
"1835","D"
"1836","D"
"1838","D"
"1843","D"
"1844","D"
"1845","D"
"1847","D"
"1851","D"
"1852","D"
"1855","D"
"1857","D"
"1860","D"
"1861","D"
"1862","D"
"1865","D"
"1867","D"
"1868","D"
"1869","D"
"1870","D"
"1875","D"
"1876","D"
"1877","D"
"1882","D"
"1884","D"
"1885","D"
"1887","D"
"1888","D"
"1890","D"
"1894","D"
"1895","D"
"1901","D"
"1904","D"
"1906","D"
"1908","D"
"2308","D"
"1643","DT"
"1647","DT"
"1648","DT"
"1651","DT"
"1652","DT"
"1653","DT"
"1696","DT"
"1698","DT"
"1706","DT"
"1708","DT"
"1711","DT"
"1714","DT"
"1716","DT"
"1742","DT"
"1747","DT"
"1758","DT"
"1762","DT"
"1763","DT"
"1767","DT"
"1768","DT"
"1801","DT"
"1834","DT"
"1837","DT"
"1839","DT"
"1841","DT"
"1842","DT"
"1846","DT"
"1848","DT"
"1849","DT"
"1850","DT"
"1853","DT"
"1854","DT"
"1856","DT"
"1872","DT"
"1874","DT"
"1878","DT"
"1879","DT"
"1880","DT"
"1883","DT"
"1889","DT"
"1891","DT"
"1892","DT"
"1893","DT"
"1896","DT"
"1897","DT"
"1898","DT"
"1899","DT"
"1900","DT"
"1903","DT"
"1905","DT"
"1907","DT"
"1654","xDT"
"1694","xDT"
"1713","xDT"
"1715","xDT"
"1717","xDT"
"1748","xDT"
"1753","xDT"
"1755","xDT"
"1760","xDT"
"1764","xDT"
"1766","xDT"
"1770","xDT"
"1771","xDT"
"1806","xDT"
"1840","xDT"
"1858","xDT"
"1859","xDT"
"1863","xDT"
"1864","xDT"
"1866","xDT"
"1871","xDT"
"1873","xDT"
"1881","xDT"
"1886","xDT"
"1902","xDT"
"1909","xDT"
"1910","xDT"
"1911","xDT"
"1912","xDT"
"1913","xDT"
"2303","xDT"
"2305","xDT"
"191","Mur"
"192","Mur"
"193","Mur"
"194","Mur"
"195","Mur"
"196","Mur"
"197","Mur"
"198","Mur"
"199","Mur"
"200","Mur"
"201","Mur"
"202","Mur"
"203","Mur"
"204","Mur"
"205","Mur"
"206","Mur"
"207","Mur"
"208","Mur"
"209","Mur"
"1","Mur"
"17","Mur"
"18","Mur"
"26","Mur"
"27","Mur"
"30","Mur"
"31","Mur"
"32","Mur"
"33","Mur"
"34","Mur"
"35","Mur"
"36","Mur"
"38","Mur"
"65","Mur"
"67","Mur"
"68","Mur"
"69","Mur"
"70","Mur"
"71","Mur"
"74","Mur"
"75","Mur"
"76","Mur"
"103","Mur"
"104","Mur"
"105","Mur"
"107","Mur"
"108","Mur"
"109","Mur"
"110","Mur"
"111","Mur"
"112","Mur"
"113","Mur"
"115","Mur"
"116","Mur"
"118","Mur"
"120","Mur"
"122","Mur"
"123","Mur"
"124","Mur"
"125","Mur"
"126","Mur"
"141","Mur"
"142","Mur"
"143","Mur"
"144","Mur"
"145","Mur"
"146","Mur"
"148","Mur"
"149","Mur"
"150","Mur"
"151","Mur"
"152","Mur"
"154","Mur"
"156","Mur"
"157","Mur"
"158","Mur"
"159","Mur"
"161","Mur"
"163","Mur"
"164","Mur"
"165","Mur"
"167","Mur"
"178","Mur"
"179","Mur"
"180","Mur"
"181","Mur"
"232","Mur"
"233","Mur"
"234","Mur"
"235","Mur"
"236","Mur"
"237","Mur"
"238","Mur"
"241","Mur"
"243","Mur"
"244","Mur"
"245","Mur"
"246","Mur"
"249","Mur"
"250","Mur"
"251","Mur"
"253","Mur"
"254","Mur"
"255","Mur"
"256","Mur"
"257","Mur"
"258","Mur"
"259","Mur"
"260","Mur"
"278","Mur"
"279","Mur"
"280","Mur"
"281","Mur"
"282","Mur"
"285","Mur"
"287","Mur"
"288","Mur"
"289","Mur"
"290","Mur"
"291","Mur"
"292","Mur"
"295","Mur"
"296","Mur"
"297","Mur"
"299","Mur"
"301","Mur"
"302","Mur"
"303","Mur"
"304","Mur"
"305","Mur"
"308","Mur"
"309","Mur"
"310","Mur"
"312","Mur"
"313","Mur"
"314","Mur"
"316","Mur"
"317","Mur"
"318","Mur"
"319","Mur"
"320","Mur"
"321","Mur"
"322","Mur"
"323","Mur"
"345","Mur"
"346","Mur"
"347","Mur"
"348","Mur"
"349","Mur"
"350","Mur"
"351","Mur"
"352","Mur"
"353","Mur"
"354","Mur"
"356","Mur"
"358","Mur"
"360","Mur"
"361","Mur"
"362","Mur"
"363","Mur"
"364","Mur"
"365","Mur"
"367","Mur"
"368","Mur"
"369","Mur"
"383","Mur"
"384","Mur"
"386","Mur"
"388","Mur"
"389","Mur"
"390","Mur"
"391","Mur"
"392","Mur"
"406","Mur"
"407","Mur"
"408","Mur"
"409","Mur"
"421","Mur"
"422","Mur"
"423","Mur"
"424","Mur"
"425","Mur"
"426","Mur"
"427","Mur"
"428","Mur"
"429","Mur"
"430","Mur"
"432","Mur"
"433","Mur"
"434","Mur"
"435","Mur"
"438","Mur"
"439","Mur"
"457","Mur"
"459","Mur"
"460","Mur"
"461","Mur"
"463","Mur"
"465","Mur"
"466","Mur"
"467","Mur"
"468","Mur"
"470","Mur"
"472","Mur"
"473","Mur"
"475","Mur"
"476","Mur"
"479","Mur"
"480","Mur"
"483","Mur"
"485","Mur"
"486","Mur"
"489","Mur"
"518","Mur"
"519","Mur"
"521","Mur"
"522","Mur"
"523","Mur"
"525","Mur"
"527","Mur"
"528","Mur"
"529","Mur"
"530","Mur"
"531","Mur"
"532","Mur"
"534","Mur"
"535","Mur"
"536","Mur"
"538","Mur"
"539","Mur"
"548","Mur"
"549","Mur"
"551","Mur"
"554","Mur"
"557","Mur"
"559","Mur"
"564","Mur"
"565","Mur"
"567","Mur"
"570","Mur"
"571","Mur"
"572","Mur"
"573","Mur"
"575","Mur"
"576","Mur"
"578","Mur"
"579","Mur"
"581","Mur"
"585","Mur"
"587","Mur"
"589","Mur"
"590","Mur"
"621","Mur"
"622","Mur"
"623","Mur"
"624","Mur"
"626","Mur"
"627","Mur"
"658","Mur"
"660","Mur"
"662","Mur"
"663","Mur"
"666","Mur"
"667","Mur"
"668","Mur"
"671","Mur"
"672","Mur"
"674","Mur"
"675","Mur"
"683","Mur"
"684","Mur"
"685","Mur"
"687","Mur"
"688","Mur"
"689","Mur"
"690","Mur"
"691","Mur"
"692","Mur"
"693","Mur"
"695","Mur"
"700","Mur"
"701","Mur"
"703","Mur"
"704","Mur"
"707","Mur"
"708","Mur"
"730","Mur"
"731","Mur"
"732","Mur"
"733","Mur"
"735","Mur"
"736","Mur"
"737","Mur"
"738","Mur"
"739","Mur"
"741","Mur"
"758","Mur"
"759","Mur"
"773","Mur"
"774","Mur"
"775","Mur"
"776","Mur"
"803","Mur"
"804","Mur"
"805","Mur"
"806","Mur"
"807","Mur"
"808","Mur"
"810","Mur"
"812","Mur"
"813","Mur"
"815","Mur"
"818","Mur"
"819","Mur"
"820","Mur"
"821","Mur"
"822","Mur"
"823","Mur"
"825","Mur"
"826","Mur"
"827","Mur"
"828","Mur"
"829","Mur"
"831","Mur"
"832","Mur"
"833","Mur"
"834","Mur"
"835","Mur"
"836","Mur"
"838","Mur"
"839","Mur"
"840","Mur"
"844","Mur"
"845","Mur"
"846","Mur"
"847","Mur"
"850","Mur"
"862","Mur"
"863","Mur"
"864","Mur"
"866","Mur"
"867","Mur"
"869","Mur"
"870","Mur"
"871","Mur"
"872","Mur"
"873","Mur"
"884","Mur"
"885","Mur"
"886","Mur"
"887","Mur"
"888","Mur"
"890","Mur"
"892","Mur"
"894","Mur"
"895","Mur"
"896","Mur"
"897","Mur"
"898","Mur"
"899","Mur"
"900","sMur"
"926","Mur"
"927","Mur"
"929","Mur"
"931","Mur"
"934","Mur"
"936","Mur"
"939","Mur"
"953","Mur"
"954","Mur"
"955","Mur"
"956","Mur"
"957","Mur"
"958","Mur"
"959","Mur"
"960","Mur"
"961","Mur"
"962","Mur"
"963","Mur"
"967","Mur"
"968","Mur"
"969","Mur"
"981","Mur"
"982","Mur"
"983","Mur"
"1003","Mur"
"1004","Mur"
"1005","Mur"
"1007","Mur"
"1008","Mur"
"1009","Mur"
"1010","Mur"
"1013","Mur"
"1014","Mur"
"1015","Mur"
"1017","Mur"
"1019","Mur"
"1020","Mur"
"1022","Mur"
"1023","Mur"
"1024","Mur"
"1040","Mur"
"1041","Mur"
"1042","Mur"
"1043","Mur"
"1045","Mur"
"1046","Mur"
"1047","Mur"
"1048","Mur"
"1049","Mur"
"1050","Mur"
"1051","Mur"
"1052","Mur"
"1062","Mur"
"1063","Mur"
"1064","Mur"
"1066","Mur"
"1068","Mur"
"1069","Mur"
"1088","Mur"
"1090","Mur"
"1092","Mur"
"1123","Mur"
"1165","Mur"
"1183","Mur"
"1184","Mur"
"1186","Mur"
"1239","Mur"
"1240","Mur"
"1243","Mur"
"1245","Mur"
"1246","Mur"
"1247","Mur"
"1248","Mur"
"1250","Mur"
"1252","Mur"
"1253","Mur"
"1254","Mur"
"1255","Mur"
"1256","Mur"
"1257","Mur"
"1258","Mur"
"1259","Mur"
"1261","Mur"
"1301","Mur"
"2925","Mur"
"182","sMur"
"183","sMur"
"184","sMur"
"210","sMur"
"211","sMur"
"28","sMur"
"41","sMur"
"72","sMur"
"73","sMur"
"77","sMur"
"106","sMur"
"114","sMur"
"117","sMur"
"121","sMur"
"129","sMur"
"130","sMur"
"131","sMur"
"155","sMur"
"160","sMur"
"166","sMur"
"168","sMur"
"169","sMur"
"261","sMur"
"284","sMur"
"300","sMur"
"315","sMur"
"324","sMur"
"325","sMur"
"326","sMur"
"327","sMur"
"355","sMur"
"359","sMur"
"370","sMur"
"371","sMur"
"372","sMur"
"373","sMur"
"394","sMur"
"413","sMur"
"414","sMur"
"415","sMur"
"431","sMur"
"436","sMur"
"440","sMur"
"441","sMur"
"471","sMur"
"481","sMur"
"484","sMur"
"487","sMur"
"490","sMur"
"537","sMur"
"543","sMur"
"544","sMur"
"545","sMur"
"546","sMur"
"547","sMur"
"552","sMur"
"553","sMur"
"555","sMur"
"558","sMur"
"561","sMur"
"574","sMur"
"582","sMur"
"583","sMur"
"586","sMur"
"588","sMur"
"592","sMur"
"593","sMur"
"630","sMur"
"665","sMur"
"669","sMur"
"670","sMur"
"694","sMur"
"697","sMur"
"698","sMur"
"699","sMur"
"702","sMur"
"705","sMur"
"709","sMur"
"710","sMur"
"711","sMur"
"712","sMur"
"734","sMur"
"740","sMur"
"742","sMur"
"743","sMur"
"760","sMur"
"761","sMur"
"762","sMur"
"777","sMur"
"809","sMur"
"811","sMur"
"816","sMur"
"817","sMur"
"841","sMur"
"843","sMur"
"848","sMur"
"849","sMur"
"851","sMur"
"852","sMur"
"865","sMur"
"868","sMur"
"889","sMur"
"901","sMur"
"902","sMur"
"932","sMur"
"938","sMur"
"965","sMur"
"970","sMur"
"984","sMur"
"985","sMur"
"986","sMur"
"1011","sMur"
"1016","sMur"
"1021","sMur"
"1025","sMur"
"1044","sMur"
"1065","sMur"
"1070","sMur"
"1071","sMur"
"1072","sMur"
"1094","sMur"
"1124","sMur"
"1125","sMur"
"1185","sMur"
"1242","sMur"
"1249","sMur"
"1251","sMur"
"1419","sMur"
"2924","sMur"
"3663","sMur"
"3664","sMur"
"3665","sMur"
"3666","sMur"
"3667","sMur"
"3668","sMur"
"3669","sMur"
"3670","sMur"
"3671","sMur"
"3672","sMur"
"3673","sMur"
"3674","sMur"
"3675","sMur"
"3676","sMur"
"2728","Hew"
"2729","Hew"
"2730","Hew"
"2732","Hew"
"2734","Hew"
"2735","Hew"
"2736","Hew"
"2737","Hew"
"2738","Hew"
"2740","Hew"
"1963","Hew"
"1964","Hew"
"1965","Hew"
"1966","Hew"
"1967","Hew"
"1968","Hew"
"1969","Hew"
"1970","Hew"
"1971","Hew"
"1972","Hew"
"1973","Hew"
"1974","Hew"
"1975","Hew"
"1976","Hew"
"1977","Hew"
"1978","Hew"
"1980","Hew"
"1981","Hew"
"1982","Hew"
"1983","Hew"
"1984","Hew"
"1988","Hew"
"1989","Hew"
"1991","Hew"
"1992","Hew"
"1993","Hew"
"1994","Hew"
"1995","Hew"
"1996","Hew"
"1997","Hew"
"1999","Hew"
"2000","Hew"
"2003","Hew"
"2004","Hew"
"2006","Hew"
"2007","Hew"
"2008","Hew"
"2009","Hew"
"2013","Hew"
"2014","Hew"
"2015","Hew"
"2016","Hew"
"2017","Hew"
"2018","Hew"
"2019","Hew"
"2021","Hew"
"2024","Hew"
"2025","Hew"
"2027","Hew"
"2031","Hew"
"2033","Hew"
"2053","Hew"
"2056","Hew"
"2057","Hew"
"2058","Hew"
"2059","Hew"
"2060","Hew"
"2062","Hew"
"2063","Hew"
"2065","Hew"
"2067","Hew"
"2068","Hew"
"2069","Hew"
"2073","Hew"
"2074","Hew"
"2075","Hew"
"2076","Hew"
"2079","Hew"
"2083","Hew"
"2084","Hew"
"2085","Hew"
"2087","Hew"
"2089","Hew"
"2090","Hew"
"2091","Hew"
"2095","Hew"
"2096","Hew"
"2098","Hew"
"2099","Hew"
"2101","Hew"
"2104","Hew"
"2105","Hew"
"2106","Hew"
"2109","Hew"
"2110","Hew"
"2113","Hew"
"2115","Hew"
"2116","Hew"
"2117","Hew"
"2119","Hew"
"2122","Hew"
"2123","Hew"
"2137","Hew"
"2138","Hew"
"2139","Hew"
"2140","Hew"
"2143","Hew"
"2145","Hew"
"2147","Hew"
"2148","Hew"
"2149","Hew"
"2150","Hew"
"2151","Hew"
"2152","Hew"
"2161","Hew"
"2162","Hew"
"2163","Hew"
"2164","Hew"
"2178","Hew"
"2179","Hew"
"2181","Hew"
"2203","Hew"
"2204","Hew"
"2205","Hew"
"2226","Hew"
"2229","Hew"
"2230","Hew"
"2231","Hew"
"2232","Hew"
"2233","Hew"
"2234","Hew"
"2236","Hew"
"2237","Hew"
"2238","Hew"
"2239","Hew"
"2240","Hew"
"2242","Hew"
"2243","Hew"
"2244","Hew"
"2245","Hew"
"2249","Hew"
"2250","Hew"
"2255","Hew"
"2256","Hew"
"2257","Hew"
"2258","Hew"
"2260","Hew"
"2261","Hew"
"2302","Hew"
"2306","Hew"
"2307","Hew"
"2308","Hew"
"2309","Hew"
"2310","Hew"
"2319","Hew"
"2320","Hew"
"2321","Hew"
"2325","Hew"
"2326","Hew"
"2327","Hew"
"2328","Hew"
"2329","Hew"
"2331","Hew"
"2332","Hew"
"2336","Hew"
"2337","Hew"
"2359","Hew"
"2360","Hew"
"2362","Hew"
"2363","Hew"
"2364","Hew"
"2365","Hew"
"2367","Hew"
"2368","Hew"
"2369","Hew"
"2371","Hew"
"2372","Hew"
"2373","Hew"
"2374","Hew"
"2376","Hew"
"2377","Hew"
"2378","Hew"
"2380","Hew"
"2381","Hew"
"2382","Hew"
"2383","Hew"
"2384","Hew"
"2385","Hew"
"2386","Hew"
"2387","Hew"
"2388","Hew"
"2389","Hew"
"2393","Hew"
"2394","Hew"
"2395","Hew"
"2396","Hew"
"2399","Hew"
"2400","Hew"
"2401","Hew"
"2404","Hew"
"2405","Hew"
"2406","Hew"
"2411","Hew"
"2412","Hew"
"2414","Hew"
"2415","Hew"
"2416","Hew"
"2417","Hew"
"2419","Hew"
"2422","Hew"
"2427","Hew"
"2432","Hew"
"2434","Hew"
"2436","Hew"
"2437","Hew"
"2438","Hew"
"2439","Hew"
"2440","Hew"
"2442","Hew"
"2445","Hew"
"2446","Hew"
"2447","Hew"
"2450","Hew"
"2451","Hew"
"2452","Hew"
"2515","Hew"
"2518","Hew"
"2520","Hew"
"2521","Hew"
"2523","Hew"
"2524","Hew"
"2525","Hew"
"2526","Hew"
"2527","Hew"
"2528","Hew"
"2529","Hew"
"2530","Hew"
"2531","Hew"
"2532","Hew"
"2533","Hew"
"2535","Hew"
"2537","Hew"
"2538","Hew"
"2539","Hew"
"2540","Hew"
"2542","Hew"
"2545","Hew"
