"Hillnumber","_Section","Hillname","Section","Region","Area","Metres","Feet","Map","Map25","Gridref","Colgridref","Colheight","Drop","Gridref10","Feature","Observations","Survey","Climbed","Classification","Countyname","Revision","Comments","xcoord","ycoord","Latitude","Longitude","Streetmap","Getamap","Ma","sMa","xMa","twinMa","xsMa","M","MT","xMT","C","CTM","CTC","xC","xCT","G","GTM","GTC","GTG","sG","D","DT","xDT","Mur","sMur","Hew","sHew","N","xN","W","WO","BL","Dewey","x5","B","Hu","xHu","twinHu","Bg","T100","COH","COA","COU","CoL"
"3273","15.1","Eididh nan Clach Geala - Meall Glac an Ruighe","15A","M15A","","858","2815","20","436N","NH265861","NH268856","745","113","","","","","","CTM,Hu","","15/01/03 00:00:00","","226500","886100","57.83068","-4.9236","#http://www.streetmap.co.uk/newmap.srf?x=226500&y=886100&z=3&sv=226500,886100&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH265861#","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"3274","15.1","Carn Ban - Bodach Beag","15A","M15A","","837","2746","20","437N","NH354877","NH348873","704","133","","","","","","CTC,Hu","","15/01/03 00:00:00","","235400","887700","57.8484","-4.77503","#http://www.streetmap.co.uk/newmap.srf?x=235400&y=887700&z=3&sv=235400,887700&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH354877#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"3275","15.1","Carn Ban - Creag Riabhach","15A","M15A","","833","2733","20","437N","NH360886","NH358883","776","57","","","","","","CTC","","15/01/03 00:00:00","","236000","888600","57.85669","-4.76555","#http://www.streetmap.co.uk/newmap.srf?x=236000&y=888600&z=3&sv=236000,888600&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH360886#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3276","15.1","Beinn Enaiglair - Creag Bac na Faire","15A","M15A","","809","2654","20","436N","NH228807","NH227806","775","34","NH 22889 80752","cairn","","obvious summit","","CTC","","15/01/03 00:00:00","","222887","880764","57.7814","-4.9804","#http://www.streetmap.co.uk/newmap.srf?x=222887&y=880764&z=3&sv=222887,880764&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH228807#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3277","15.1","Eididh nan Clach Geala - Meall a'Choire Ghlais","15A","M15A","","804","2638","20","436N","NH273859","NH271852","752","52","","","","","","CTM","","15/01/03 00:00:00","","227300","885900","57.82919","-4.91","#http://www.streetmap.co.uk/newmap.srf?x=227300&y=885900&z=3&sv=227300,885900&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH273859#","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3278","15.1","Seana Bhraigh - Creag Iobhair","15A","M15A","","794","2605","20","436N","NH306871","NH298866","745","49","","","","","","CTM","","15/01/03 00:00:00","","230600","887100","57.84122","-4.85536","#http://www.streetmap.co.uk/newmap.srf?x=230600&y=887100&z=3&sv=230600,887100&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH306871#","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3279","15.1","Carn Ban - Craggan a'Chait","15A","M15A","","778","2552","20","437N","NH325880","NH330877","747","31","","","","","","CTC","","15/01/03 00:00:00","","232500","888000","57.85001","-4.82403","#http://www.streetmap.co.uk/newmap.srf?x=232500&y=888000&z=3&sv=232500,888000&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH325880#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3280","15.2","Carn Chuinneag West Top","15B","M15B","","829","2720","20","437N","NH475833","NH 4785 8345","763","66","NH 47502 83367","rock","","","","CTC","","15/01/03 00:00:00","","247500","883379","57.81385","-4.56848","#http://www.streetmap.co.uk/newmap.srf?x=247500&y=883379&z=3&sv=247500,883379&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH475833#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3281","15.2","Beinn a'Chaisteil - Meall a'Ghrianain","15B","M15B","","772","2533","20","437N","NH365775","NH365787","645","127","NH 36554 77586","cairn","","obvious summit","","CTC,Hu","","15/01/03 00:00:00","","236552","877598","57.75819","-4.74873","#http://www.streetmap.co.uk/newmap.srf?x=236552&y=877598&z=3&sv=236552,877598&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH365775#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"3282","16.2","Foinaven - A'Che'ir Ghorm [A'Cheir Ghorm]","16B","M16B","","869","2851","9","445","NC318494","NC316497","785","84","NC 31875 49424","cairn","","","","CTC","","15/01/03 00:00:00","","231874","949437","58.40089","-4.87872","#http://www.streetmap.co.uk/newmap.srf?x=231874&y=949437&z=3&sv=231874,949437&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC318494#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3283","16.2","Ben Hee North Top","16B","M16B","","851","2792","16","440N 447S","NC434350","NC429346","764","87","","","","","","CTC","","15/01/03 00:00:00","","243400","935000","58.27565","-4.67194","#http://www.streetmap.co.uk/newmap.srf?x=243400&y=935000&z=3&sv=243400,935000&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC434350#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3284","16.2","Foinaven - Stob Cadha na Beucaich","16B","M16B","","808","2651","9","445","NC325487","NC323488","685","123","NC 32506 48724","cairn","","","","CTC,Hu","","15/01/03 00:00:00","","232505","948737","58.39486","-4.86743","#http://www.streetmap.co.uk/newmap.srf?x=232505&y=948737&z=3&sv=232505,948737&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC325487#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"3285","16.2","Meallan Liath Coire Mhic Dhughaill - Carn Dearg","16B","M16B","","797","2615","16","445","NC377389","NC366387","705","92","","","","","","CTC","","15/01/03 00:00:00","","237700","938900","58.30857","-4.77174","#http://www.streetmap.co.uk/newmap.srf?x=237700&y=938900&z=3&sv=237700,938900&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC377389#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3286","16.2","Foinaven - An t-Sail Mhor","16B","M16B","","778","2552","9","445","NC338483","NC334487","716","62","NC 33864 48355","trig point: OS measurement","","","","CTC","","15/01/03 00:00:00","","233863","948368","58.39206","-4.84396","#http://www.streetmap.co.uk/newmap.srf?x=233863&y=948368&z=3&sv=233863,948368&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC338483#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3287","16.4","Ben Klibreck - A'Chaoirnichain","16D","M16D","","808","2651","16","443","NC575280","NC577292","688","120","NC 57585 28028","no feature","","","","CTM,Hu","","15/01/03 00:00:00","","257584","928040","58.21802","-4.42607","#http://www.streetmap.co.uk/newmap.srf?x=257584&y=928040&z=3&sv=257584,928040&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC575280#","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"3288","16.5","Ben More Assynt - Carn nan Conbhairean","16E","M16E","","868","2848","15","442E","NC325183","NC324186","805","63","","","","","","CTM","","15/01/03 00:00:00","","232500","918300","58.12183","-4.84553","#http://www.streetmap.co.uk/newmap.srf?x=232500&y=918300&z=3&sv=232500,918300&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC325183#","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3289","16.5","Conival - Na Tuadhan","16E","M16E","","862","2828","15","442E","NC303214","NC300209 or NC299213","765","97","NC 30372 21471","cairn","","","","CTM","","15/01/03 00:00:00","","230370","921484","58.14957","-4.88395","#http://www.streetmap.co.uk/newmap.srf?x=230370&y=921484&z=3&sv=230370,921484&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC303214#","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3290","16.6","Cul Mor - Creag nan Calman","16F","M16F","","828","2717","15","439E","NC159113","NC159115","752","76","NC 15940 11343","cairn","","","","CTC","","15/01/03 00:00:00","","215938","911356","58.05297","-5.12081","#http://www.streetmap.co.uk/newmap.srf?x=215938&y=911356&z=3&sv=215938,911356&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC159113#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3291","17.2","Bruach na Frithe - Sgurr a'Bhasteir","17B","M17B","I86","898","2946","32","411","NG464257","NG464255","868","30","","","","","","CTM","","15/01/03 00:00:00","","146400","825700","57.25142","-6.20609","#http://www.streetmap.co.uk/newmap.srf?x=146400&y=825700&z=3&sv=146400,825700&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG464257#","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3292","17.2","Sgurr a'Mhadaidh East Top","17B","M17B","I86","896","2940","32","411","NG450236","NG447236","860","36","","","","","","CTM","","15/01/03 00:00:00","","145000","823600","57.23183","-6.22707","#http://www.streetmap.co.uk/newmap.srf?x=145000&y=823600&z=3&sv=145000,823600&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG450236#","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3293","17.2","Sgurr nan Eag - Gars-bheinn","17B","M17B","I86","895","2936","32","411","NG468187","NG461194","774","121","NG 46819 18721","cairn","","Abney level","","CTM,Hu","","15/01/03 00:00:00","","146814","818733","57.18923","-6.19215","#http://www.streetmap.co.uk/newmap.srf?x=146814&y=818733&z=3&sv=146814,818733&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG468187#","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"3294","17.2","Sgurr a'Mhadaidh - Sgurr Thuilm","17B","M17B","I86","881","2890","32","411","NG438242","NG443237","747","134","","","","","","CTM,Hu","","15/01/03 00:00:00","","143800","824200","57.23653","-6.24751","#http://www.streetmap.co.uk/newmap.srf?x=143800&y=824200&z=3&sv=143800,824200&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG438242#","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"3295","17.2","Sgurr nan Eag - Sgurr a'Choire Bhig","17B","M17B","I86","875","2871","32","411","NG465191","NG466190","835","40","","","","","","CTM","","15/01/03 00:00:00","","146500","819100","57.19234","-6.1977","#http://www.streetmap.co.uk/newmap.srf?x=146500&y=819100&z=3&sv=146500,819100&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG465191#","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3296","17.2","Sgurr a'Mhadaidh - Bidein Druim nam Ramh","17B","M17B","I86","869","2851","32","411","NG456239","NG458240","760","109","","","","","","CTM,Hu","","15/01/03 00:00:00","","145600","823900","57.23485","-6.21746","#http://www.streetmap.co.uk/newmap.srf?x=145600&y=823900&z=3&sv=145600,823900&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG456239#","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"3297","17.2","Bruach na Frithe - An Caisteal","17B","M17B","I86","830","2723","32","411","NG460244","NG461245","764","66","","","","","","CTM","","15/01/03 00:00:00","","146000","824400","57.23955","-6.21137","#http://www.streetmap.co.uk/newmap.srf?x=146000&y=824400&z=3&sv=146000,824400&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG460244#","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3298","17.2","Bla Bheinn - Clach Glas","17B","M17B","I86","786","2579","32","411","NG534221","NG533218","695","91","","","","","","CTM","","15/01/03 00:00:00","","153400","822100","57.22299","-6.0868","#http://www.streetmap.co.uk/newmap.srf?x=153400&y=822100&z=3&sv=153400,822100&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG534221#","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3299","17.2","Sgurr nan Gillean - Sgurr Beag","17B","M17B","I86","764","2507","32","411","NG476246","NG475246","733","31","NG 47675 24593","cairn","","","","CTM","","15/01/03 00:00:00","","147670","824605","57.24231","-6.18398","#http://www.streetmap.co.uk/newmap.srf?x=147670&y=824605&z=3&sv=147670,824605&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG476246#","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3300","17.4","Ainshval - Sgurr nan Gillean","17D","M17D","I77","764","2507","39","397","NM380930","NM378938","685","79","NM 38019 93044","cairn","ground 10m ESE is as high","Abney level","","CTC","","15/01/03 00:00:00","","138013","793055","56.95428","-6.31054","#http://www.streetmap.co.uk/newmap.srf?x=138013&y=793055&z=3&sv=138013,793055&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NM380930#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3301","17.5","Ben More - A'Chioch","17E","M17E","I64","867","2844","47 48","375W","NM535333","NM530332","765","102","","","","","","CTM,Hu","","15/01/03 00:00:00","","153500","733300","56.4273","-5.99928","#http://www.streetmap.co.uk/newmap.srf?x=153500&y=733300&z=3&sv=153500,733300&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NM535333#","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"3302","18.1","Rois-Bheinn West Top","18A","M18A","","878","2881","40","390E","NM749778","NM753778","828","50","NM 74947 77797","cairn","","","","CTC","","28/01/04 00:00:00","","174942","777807","56.83703","-5.6912","#http://www.streetmap.co.uk/newmap.srf?x=174942&y=777807&z=3&sv=174942,777807&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NM749778#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3303","18.1","Beinn Odhar Bheag - Beinn Odhar Mhor","18A","M18A","","870","2854","40","391 398E","NM851791","NM849782","755","115","NM 85146 79094","cairn","cairn is 3m E of destroyed trig point","obvious summit","","CTC,Hu","","15/01/03 00:00:00","","185142","779104","56.85349","-5.52544","#http://www.streetmap.co.uk/newmap.srf?x=185142&y=779104&z=3&sv=185142,779104&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NM851791#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"3304","18.1","Sgurr na Ba Glaise - An t-Slat-bheinn","18A","M18A","","830","2723","40","390E","NM778778","NM773776","783","47","","","","","","CTC","","15/01/03 00:00:00","","177800","777800","56.83834","-5.64445","#http://www.streetmap.co.uk/newmap.srf?x=177800&y=777800&z=3&sv=177800,777800&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NM778778#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3305","18.1","Sgurr na Ba Glaise - Beinn Coire nan Gall","18A","M18A","","787","2582","40","390E 398W","NM792797","NM792795","737","50","","","","","","CTC","","15/01/03 00:00:00","","179200","779700","56.85604","-5.62319","#http://www.streetmap.co.uk/newmap.srf?x=179200&y=779700&z=3&sv=179200,779700&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NM792797#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3306","18.1","Beinn Odhar Bheag - Beinn a'Chaorainn","18A","M18A","","773","2536","40","391","NM839772","NM843774","695","78","","","","","","CTC","","15/01/03 00:00:00","","183900","777200","56.83584","-5.54415","#http://www.streetmap.co.uk/newmap.srf?x=183900&y=777200&z=3&sv=183900,777200&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NM839772#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3307","18.2","Garbh Bheinn - Sron a'Ghairbh Choire Mhoir","18B","M18B","","823","2700","40","391","NM908617","NM904619","748","75","NM 90805 61725","cairn","","","","CTC","","15/01/03 00:00:00","","190801","761734","56.70031","-5.41861","#http://www.streetmap.co.uk/newmap.srf?x=190801&y=761734&z=3&sv=190801,761734&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NM908617#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3308","18.2","Garbh Bheinn - Meall a'Chuilinn","18B","M18B","","773","2536","40","391","NM891618","NM894621","725","48","","","","","","CTC","","15/01/03 00:00:00","","189100","761800","56.70013","-5.44639","#http://www.streetmap.co.uk/newmap.srf?x=189100&y=761800&z=3&sv=189100,761800&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NM891618#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3309","18.2","Sgurr Dhomhnuill - Sgurr na h-Ighinn","18B","M18B","","766","2513","40","391","NM886670","NM889672","682","84","NM 88692 66993","cairn on boulder","cairn 7m W is 30cm lower and rock 7m SW is 5cm lower","Abney level","","CTC","","15/01/03 00:00:00","","188688","767002","56.74659","-5.45739","#http://www.streetmap.co.uk/newmap.srf?x=188688&y=767002&z=3&sv=188688,767002&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NM886670#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3310","18.2","Stob a'Bhealach an Sgriodain - Meall Mor","18B","M18B","","763","2503","40","391","NM887727","NM883727","656","107","NM 88701 72752","rock","no cairn","","","CTC,Hu","","20/11/09 00:00:00","","188697","772762","56.79825","-5.462","#http://www.streetmap.co.uk/newmap.srf?x=188697&y=772762&z=3&sv=188697,772762&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NM887727#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"3311","18.3","Creach Bheinn - Maol Odhar","18C","M18C","","794","2605","49","376 383E","NM881579","NM876580","714","80","NM 88134 57975","cairn","","","","CTC","","15/01/03 00:00:00","","188129","757984","56.66548","-5.45908","#http://www.streetmap.co.uk/newmap.srf?x=188129&y=757984&z=3&sv=188129,757984&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NM881579#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3312","20.3","Goat Fell - Mullach Buidhe","20C","M20C","I04","829","2720","62 69","361N","NR993427","NR991425","748","81","NR 99352 42731","","","","","CTC","","15/01/03 00:00:00","","199347","642736","55.63664","-5.18945","#http://www.streetmap.co.uk/newmap.srf?x=199347&y=642736&z=3&sv=199347,642736&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NR993427#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3313","20.3","Goat Fell - North Goatfell","20C","M20C","I04","818","2684","62 69","361N","NR990422","NR990421","761","57","NR 99004 42276","top of boulders","","","","CTC","","10/03/07 00:00:00","","198999","642281","55.63242","-5.19463","#http://www.streetmap.co.uk/newmap.srf?x=198999&y=642281&z=3&sv=198999,642281&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NR990422#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3314","20.3","Beinn Tarsuinn - Beinn Nuis","20C","M20C","I04","792","2598","68 69","361N","NR955399","NR955402","709","83","","","","","","CTC","","07/07/08 00:00:00","","195500","639900","55.6096","-5.24835","#http://www.streetmap.co.uk/newmap.srf?x=195500&y=639900&z=3&sv=195500,639900&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NR955399#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
