Number,_Section,Name,Section,Region,Area,Metres,Feet,Map 1:50k,Map 1:25k,Grid ref,Col grid ref,Col height,Drop,10-figure grid ref,Feature,Observations,Survey,Date climbed,Classification,County,Revision,Comments,xcoord,ycoord,Latitude,Longitude,Streetmap,Get-a-map,Marilyn,SubMarilyn,Deleted Marilyn,Twin Marilyn,Munro,Munro Top,Deleted Munro Top,Corbett,Corbett Top of Munro,Corbett Top of Corbett,Deleted Corbett,Graham,Graham Top of Munro,Graham Top of Corbett,Graham Top of Graham,SubGraham,Donald,Donald Top,Deleted Donald Top,Murdo,SubMurdo,Hewitt,SubHewitt,Nuttall,Deleted Nuttall,Wainwright,Wainwright Outlying Fell,Buxton & Lewis,Dewey,Birkett,HuMP,Bridge,Trail 100,County Top - Historic,County Top - Administrative,County Top - Current County and Unitary Authority,County Top - London Borough
2794,35.2,Tor Mere Top,35B,The Central Pennines,Yorkshire Dales - Southern Fells,628,2060,98,30S,SD969765,,618,10,SD 96973 76501,no feature: grass,,,,xN,,30-Jun-07,,396973,476500,54.18428,-2.04788,"http://www.streetmap.co.uk/newmap.srf?x=396973&y=476500&z=3&sv=396973,476500&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD969765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2795,35.2,Darnbrook Fell,35B,The Central Pennines,Yorkshire Dales - Southern Fells,624,2047,98,30S,SD884727,,584,40,SD 88451 72797,trig point,,,,"Hew,N",,10-Mar-07,,388451,472796,54.15087,-2.17832,"http://www.streetmap.co.uk/newmap.srf?x=388451&y=472796&z=3&sv=388451,472796&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD884727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2796,35.2,Drumaldrace,35B,The Central Pennines,Yorkshire Dales - Southern Fells,614,2014,98,2W 30S,SD873867,,548,66,SD 87373 86705,cairn,,,,"Hew,N",,28-Oct-01,,387373,486705,54.27584,-2.19542,"http://www.streetmap.co.uk/newmap.srf?x=387373&y=486705&z=3&sv=387373,486705&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD873867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2797,35.2,Calf Top,35B,The Central Pennines,Yorkshire Dales - Southern Fells,609,1998,98,2W,SD664856,SD682868,297,312,SD 66451 85623,flat stones on grass,12m SE of trig point at SD 66448 85635 and 15cm higher,Leica Runner 20,,"Ma,sHew,5",,28-Oct-01,,366450,485623,54.26517,-2.51659,"http://www.streetmap.co.uk/newmap.srf?x=366450&y=485623&z=3&sv=366450,485623&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD664856,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2798,35.2,Horse Head Moor,35B,The Central Pennines,Yorkshire Dales - Southern Fells,609,1998,98,30S,SD894769,SD836761,578,31,SD 89441 76951,small cairn,35cm higher than large cairn at SD 89383 76831,Leica Runner 20,,"xMa,sHew,5",,10-Mar-07,,389441,476950,54.18822,-2.16331,"http://www.streetmap.co.uk/newmap.srf?x=389441&y=476950&z=3&sv=389441,476950&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD894769,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2799,35.2,Birks Fell,35B,The Central Pennines,Yorkshire Dales - Southern Fells,610,2001,98,30S,SD918763,SD836761,452,158,SD 91878 76368,cairn at 610m spot height,measurements showed this as the highest point and >610m,Leica Runner 20,,"Ma,Hew,N",,10-Mar-07,See Database Notes,391878,476367,54.18303,-2.12595,"http://www.streetmap.co.uk/newmap.srf?x=391878&y=476367&z=3&sv=391878,476367&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD918763,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
2800,35.2,Little Whernside,35B,The Central Pennines,Yorkshire Dales - Southern Fells,604,1982,98,30S,SE028776,,525,79,,,,,,"sHew,5",,28-Oct-01,,402800,477600,54.19416,-1.95858,"http://www.streetmap.co.uk/newmap.srf?x=402800&y=477600&z=3&sv=402800,477600&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SE028776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2801,35.2,High Green Field Knott,35B,The Central Pennines,Yorkshire Dales - Southern Fells,602,1975,98,2W 30S,SD845784,,536,66,,,,,,"sHew,5",,28-Oct-01,,384500,478400,54.20112,-2.23911,"http://www.streetmap.co.uk/newmap.srf?x=384500&y=478400&z=3&sv=384500,478400&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD845784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2802,35.2,Aye Gill Pike,35B,The Central Pennines,Yorkshire Dales - Southern Fells,556,1824,98,2W,SD720886,SD762888,389,167,SD 72067 88613,trig point: OS measurement,,,,"Ma,5",,28-Oct-01,,372067,488613,54.29238,-2.43065,"http://www.streetmap.co.uk/newmap.srf?x=372067&y=488613&z=3&sv=372067,488613&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD720886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2803,35.2,Thorpe Fell Top,35B,The Central Pennines,Yorkshire Dales - Southern Fells,506,1660,104,2E,SE008596,SE001593,477,29,SE 00850 59690,rock 4m NW of trig point,ground 130m SW at SE 00775 59575 is 0.6m lower,Leica NA730,,xMa,,30-Jun-08,Replaced by 3682 Cracoe Fell.  Appears to lack sufficient reascent to qualify as a Dewey,400850,459689,54.0332,-1.98852,"http://www.streetmap.co.uk/newmap.srf?x=400850&y=459689&z=3&sv=400850,459689&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SE008596,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,35.2,Rombald's Moor [Ilkley Moor],35B,The Central Pennines,Yorkshire Dales - Southern Fells,402,1319,104,297,SE114452,SE024535,158,244,SE 11469 45226,trig point,,Abney level,,Ma,,28-Oct-01,,411469,445224,53.90307,-1.82693,"http://www.streetmap.co.uk/newmap.srf?x=411469&y=445224&z=3&sv=411469,445224&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SE114452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2805,35.2,Sharp Haw,35B,The Central Pennines,Yorkshire Dales - Southern Fells,357,1171,103,2E,SD959552,SD969565,189,168,SD 95946 55272,ground 3m NW of trig point,,Abney level,,Ma,,28-Oct-01,,395946,455271,53.99347,-2.06333,"http://www.streetmap.co.uk/newmap.srf?x=395946&y=455271&z=3&sv=395946,455271&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD959552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2806,35.2,The Chevin,35B,The Central Pennines,Yorkshire Dales - Southern Fells,282,925,104,297,SE199442,SE186423,138,144,SE 19956 44202,trig point: OS measurement,,,,"sMa,Hu",,10-Mar-07,,419956,444200,53.89361,-1.69782,"http://www.streetmap.co.uk/newmap.srf?x=419956&y=444200&z=3&sv=419956,444200&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SE199442,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2807,36,Kinder Scout,36,"Lancashire, Cheshire & the Southern Pennines",The Peak District,636,2087,110,1W,SK084875,SD894485,135,501,SK 08485 87562,grassy prominence on peat mound,cairn 35m SW (SK 08462 87538) 69cm lower; cairn 200m E (SK 08678 87549) 47cm lower; cairn 475m ENE (SK 08953 87619) about 75cm lower; ground 340m WSW (SK 08180 87395) 30cm lower,Leica NA730,,"Ma,Hew,N,CoH,CoA,CoU",Derbyshire(CoH); Derbyshire(CoA); Derbyshire(CoU),20-Nov-09,"Col grid ref, col height and drop corrected",408485,387559,53.38483,-1.8739,"http://www.streetmap.co.uk/newmap.srf?x=408485&y=387559&z=3&sv=408485,387559&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SK084875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0
2808,36,Bleaklow Head,36,"Lancashire, Cheshire & the Southern Pennines",The Peak District,633,2077,110,1W,SK094960,SK065900,505,128,SK 09461 96069,tiny cairn on peat hag,cairn is 0.75m higher than top of large cairn 50m W at SK 09415 96075,Abney level,,"Hew,N,Hu",,20-Nov-09,Col grid ref updated,409461,396066,53.46128,-1.85897,"http://www.streetmap.co.uk/newmap.srf?x=409461&y=396066&z=3&sv=409461,396066&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SK094960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
2809,36,Higher Shelf Stones,36,"Lancashire, Cheshire & the Southern Pennines",The Peak District,621,2037,110,1W,SK088947,,606,15,SK 08889 94792,boulder 4m NW of trig point,top of boulder is 1m higher than trig point base; boulder 25m S at SK 08890 94770 is as high,Abney level,,N,,10-Mar-07,,408889,394789,53.44981,-1.86763,"http://www.streetmap.co.uk/newmap.srf?x=408889&y=394789&z=3&sv=408889,394789&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SK088947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2810,36,Black Hill,36,"Lancashire, Cheshire & the Southern Pennines",The Peak District,582,1909,110,1W,SE078046,SE141006,417,165,SE 07818 04688,trig point,note that ground to the North is probably higher,,,"Ma,5,CoH,CoA,CoU",Cheshire(CoH); West Yorkshire(CoA); Kirklees(CoU),28-Oct-01,"Formerly within Cheshire (in the ""panhandle"")",407818,404685,53.53878,-1.88351,"http://www.streetmap.co.uk/newmap.srf?x=407818&y=404685&z=3&sv=407818,404685&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SE078046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
2811,36,Ward's Stone,36,"Lancashire, Cheshire & the Southern Pennines",Forest of Bowland,563,1847,102,41W,SD591587,SD790643,168,395,SD 59194 58738,small cairn on peat hag,measured to be 563.0m,Leica Runner 20,,"Ma,5",,30-Jun-07,,359193,458737,54.02302,-2.62436,"http://www.streetmap.co.uk/newmap.srf?x=359193&y=458737&z=3&sv=359193,458737&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD591587,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2812,36,Shining Tor,36,"Lancashire, Cheshire & the Southern Pennines",The Peak District,559,1834,118,24W,SJ994737,SK079787,323,236,SJ 99473 73744,grass mound 6m East of small gate,mound is 40cm higher than base of trig point 10m East at SJ 99464 73742,Abney level,,"Ma,5,CoA,CoU",Cheshire(CoA); Cheshire(CoU),28-Oct-01,,399472,373741,53.26068,-2.00937,"http://www.streetmap.co.uk/newmap.srf?x=399472&y=373741&z=3&sv=399472,373741&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SJ994737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
2813,36,Pendle Hill,36,"Lancashire, Cheshire & the Southern Pennines",Lancashire,557,1827,103,21N 41E,SD804414,SD884424,162,395,SD 80465 41414,trig point,,obvious summit,,"Ma,5",,28-Oct-01,,380464,441412,53.86856,-2.29857,"http://www.streetmap.co.uk/newmap.srf?x=380464&y=441412&z=3&sv=380464,441412&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD804414,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2814,36,White Hill,36,"Lancashire, Cheshire & the Southern Pennines",Forest of Bowland,544,1785,103,41W,SD673587,SD648588,385,159,SD 67390 58794,trig point,,,,"Ma,5",,28-Oct-01,,367389,458793,54.02411,-2.49926,"http://www.streetmap.co.uk/newmap.srf?x=367389&y=458793&z=3&sv=367389,458793&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD673587,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2815,36,Fair Snape Fell,36,"Lancashire, Cheshire & the Southern Pennines",Forest of Bowland,521,1709,102,41W,SD597472,SD621532,295,226,SD 59731 47289,no feature: ground 9m SE of cairn,ground 12m SW (SD 59710 47290) and knoll 35m S (SD 59715 47260) of cairn (SD 59725 47295) are as high,Abney level,,"Ma,5",,3-Jul-09,height change,359730,447288,53.92017,-2.61464,"http://www.streetmap.co.uk/newmap.srf?x=359730&y=447288&z=3&sv=359730,447288&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD597472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2816,36,Boulsworth Hill - Lad Law,36,"Lancashire, Cheshire & the Southern Pennines",Lancashire,517,1696,103,21N,SD929356,SD945193,194,323,SD 92970 35633,large rock 3m W of trig point,,obvious summit,,"Ma,5",,28-Oct-01,,392970,435631,53.81693,-2.10826,"http://www.streetmap.co.uk/newmap.srf?x=392970&y=435631&z=3&sv=392970,435631&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD929356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2817,36,Hail Storm Hill,36,"Lancashire, Cheshire & the Southern Pennines",Lancashire,476.64,1564,109,21S,SD835193,SD885273,233,244,SD 83500 19349,small pile of stones,this point is coincident with 477m spot height,Leica NA730/530,,Ma,,20-Nov-09,Height updated,383499,419347,53.67035,-2.25123,"http://www.streetmap.co.uk/newmap.srf?x=383499&y=419347&z=3&sv=383499,419347&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD835193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2818,36,Win Hill,36,"Lancashire, Cheshire & the Southern Pennines",The Peak District,462,1516,110,1E,SK186850,SK162873,318,144,SK 18678 85096,trig point: OS measurement,,,,"sMa,Hu",,28-Oct-01,,418678,385093,53.3624,-1.7208,"http://www.streetmap.co.uk/newmap.srf?x=418678&y=385093&z=3&sv=418678,385093&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SK186850,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2819,36,Winter Hill,36,"Lancashire, Cheshire & the Southern Pennines",Lancashire,456,1496,109,287,SD659149,SD783253,238,218,SD 65984 14939,trig point,,,,"Ma,CoU",Blackburn with Darwen(CoU),28-Oct-01,,365983,414937,53.62986,-2.51586,"http://www.streetmap.co.uk/newmap.srf?x=365983&y=414937&z=3&sv=365983,414937&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD659149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2820,36,Freeholds Top,36,"Lancashire, Cheshire & the Southern Pennines",Lancashire,454,1490,103,21S,SD906218,SD886213,302,152,SD 90601 21880,trig point,,,,Ma,,3-Jul-09,height change,390601,421878,53.69327,-2.14382,"http://www.streetmap.co.uk/newmap.srf?x=390601&y=421878&z=3&sv=390601,421878&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD906218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2821,36,Bull Hill,36,"Lancashire, Cheshire & the Southern Pennines",Lancashire,418,1371,109,287,SD766187,SD706190,274,144,SD 76670 18719,trig point: OS measurement,,,,"sMa,Hu",,28-Oct-01,,376669,418717,53.66442,-2.35456,"http://www.streetmap.co.uk/newmap.srf?x=376669&y=418717&z=3&sv=376669,418717&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD766187,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2822,36,Easington Fell,36,"Lancashire, Cheshire & the Southern Pennines",Forest of Bowland,396.3,1300,103,41E,SD730486,SD744501,202.3,194,SD 73028 48687,cairn,summit is 70cm higher than summit of Waddington Fell at SD 71500 47505,Leica NA730,,Ma,,30-Jun-08,Waddington Fell SD715475 is 0.7m lower (395.6m),373027,448686,53.9336,-2.41231,"http://www.streetmap.co.uk/newmap.srf?x=373027&y=448686&z=3&sv=373027,448686&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD730486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2823,36,Gun,36,"Lancashire, Cheshire & the Southern Pennines",The Peak District,385,1263,118,24W,SJ970615,SJ983630,217,168,SJ 97007 61517,trig point,,,,Ma,,28-Oct-01,,397006,361513,53.15077,-2.04622,"http://www.streetmap.co.uk/newmap.srf?x=397006&y=361513&z=3&sv=397006,361513&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SJ970615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2824,36,Longridge Fell,36,"Lancashire, Cheshire & the Southern Pennines",Forest of Bowland,350,1148,102 103,41W,SD657410,SD598379,108,242,SD 65798 41061,trig point,fairly obvious summit; ground 200m E is about 1.5m lower,Abney level,,Ma,,30-Jun-08,,365797,441060,53.86463,-2.52157,"http://www.streetmap.co.uk/newmap.srf?x=365797&y=441060&z=3&sv=365797,441060&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD657410,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2825,36,The Cloud,36,"Lancashire, Cheshire & the Southern Pennines",Cheshire & Southern Pennines,343,1125,118,268S,SJ904637,SJ937615,169,174,SJ 90424 63708,rock,,,,Ma,,10-Mar-07,,390423,363704,53.17038,-2.14472,"http://www.streetmap.co.uk/newmap.srf?x=390423&y=363704&z=3&sv=390423,363704&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SJ904637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2826,36,Mow Cop,36,"Lancashire, Cheshire & the Southern Pennines",Cheshire & Southern Pennines,337,1106,118,258 268S,SJ858575,SJ878566,194,141,SJ 85830 57561,The Old Man,higher than trig point by 2m,Abney level,,"sMa,Hu",,3-Jul-09,height changed,385829,357557,53.11502,-2.21317,"http://www.streetmap.co.uk/newmap.srf?x=385829&y=357557&z=3&sv=385829,357557&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SJ858575,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2827,36,Lees Moor,36,"Lancashire, Cheshire & the Southern Pennines",The Peak District,304,997,119,24E,SK249674,SK220701,162,142,,,,,,"sMa,Hu",,28-Oct-01,,424900,367400,53.20308,-1.62869,"http://www.streetmap.co.uk/newmap.srf?x=424900&y=367400&z=3&sv=424900,367400&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SK249674,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2828,36,Raw Head,36,"Lancashire, Cheshire & the Southern Pennines",Cheshire & Southern Pennines,227.1,745,117,257W,SJ508548,SJ 52872 43925,78.6,148.4,SJ 50845 54841,ground by trig point,from field (SJ511550) both trig and 220m contour at SJ510551can be seen.  Trig is a few m higher.,Abney level/Leica 530,,"sMa,CoU,Hu",Cheshire West and Chester (UA),20-Nov-09,Col grid ref updated.  Demoted to subMarilyn following survey with Leica 530 differential GPS that revealed drop to be only 148.4m.  See Database Notes,350843,354838,53.08849,-2.73541,"http://www.streetmap.co.uk/newmap.srf?x=350843&y=354838&z=3&sv=350843,354838&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SJ508548,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2829,36,Billinge Hill,36,"Lancashire, Cheshire & the Southern Pennines",Lancashire,179,587,108,285E,SD525014,SD607007,24,155,SD 52561 01429,ground near trig point,,,,"Ma,CoA,CoU",Merseyside(CoA); St Helens(CoU),28-Oct-01,,352560,401427,53.50739,-2.71677,"http://www.streetmap.co.uk/newmap.srf?x=352560&y=401427&z=3&sv=352560,401427&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD525014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
2830,37,Urra Moor - Round Hill,37,The River Tees to The Wash,North York Moors,454,1490,93,26N,NZ594015,NZ318058,45,409,NZ 59430 01596,trig point,,,,Ma,,28-Oct-01,,459432,501596,54.40637,-1.08592,"http://www.streetmap.co.uk/newmap.srf?x=459432&y=501596&z=3&sv=459432,501596&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NZ594015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2831,37,Cringle Moor - Drake Howe,37,The River Tees to The Wash,North York Moors,434,1424,93,26N,NZ537029,NZ572032,257,177,NZ 53748 02961,cairn on edge of tumulus,,,,Ma,,28-Oct-01,,453750,502961,54.41927,-1.1732,"http://www.streetmap.co.uk/newmap.srf?x=453750&y=502961&z=3&sv=453750,502961&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NZ537029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2832,37,Gisborough Moor,37,The River Tees to The Wash,North York Moors,328,1076,94,26N,NZ634123,NZ632095,176,152,NZ 63447 12352,cairn,note there are many cairns on the summit plateau,,,"Ma,CoA,CoU",Cleveland(CoA); Redcar and Cleveland(CoU),28-Oct-01,,463449,512352,54.50254,-1.02174,"http://www.streetmap.co.uk/newmap.srf?x=463449&y=512352&z=3&sv=463449,512352&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NZ634123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
